aln	tcas	D.Symbol	D.Name	tcas_name	D.Chrom	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC009720	TcasGA2_TC009720	gnl|WGS:AAJJ|TC009720-PA	CG1271	uncharacterized protein Dmel_CG1271, isoform A	TcasGA2-TC009720	chromosome 3L	CM000282.3	4890068	4892241	2174	+	Putative glycerol kinase 5-like Protein	7
TcasGA2-TC009721	TcasGA2_TC009721	gnl|WGS:AAJJ|TC009721-PA	Eb1	Eb1, isoform E	TcasGA2-TC009721	chromosome 2R	CM000282.3	4892348	4896376	4029	+	Microtubule-associated protein RP/EB family member 1-like Protein	7
TcasGA2-TC009722	TcasGA2_TC009722	gnl|WGS:AAJJ|TC009722-PA	Art1	arginine methyltransferase 1	TcasGA2-TC009722	chromosome 3R	CM000282.3	4899118	4900781	1664	+	putative histone-arginine methyltransferase CARMER-like Protein	7
TcasGA2-TC009723	TcasGA2_TC009723	gnl|WGS:AAJJ|TC009723-PA	CG15012	uncharacterized protein Dmel_CG15012	TcasGA2-TC009723	chromosome 3L	CM000282.3	4904328	4905092	765	+	Transmembrane protein 50B-like Protein	7
TcasGA2-TC009724	TcasGA2_TC009724	gnl|WGS:AAJJ|TC009724-PA	CG6271	uncharacterized protein Dmel_CG6271	TcasGA2-TC009724	chromosome 3R	CM000282.3	4906618	4908105	1488	+	Vitellogenin-2-like Protein	7
TcasGA2-TC009725	TcasGA2_TC009725	gnl|WGS:AAJJ|TC009725-PA	CG6472	uncharacterized protein Dmel_CG6472	TcasGA2-TC009725	chromosome 2R	CM000282.3	4909058	4910531	1474	+	Vitellogenin-2-like Protein	7
TcasGA2-TC009726	TcasGA2_TC009726	gnl|WGS:AAJJ|TC009726-PA	CG33263	uncharacterized protein Dmel_CG33263	TcasGA2-TC009726	chromosome 3L	CM000282.3	4929694	4930292	599	+	hypothetical protein	7
TcasGA2-TC009728	TcasGA2_TC009728	gnl|WGS:AAJJ|TC009728-PA	rdgA	retinal degeneration A, isoform K	TcasGA2-TC009728	chromosome X	CM000282.3	4950736	4951047	312	+	hypothetical protein	7
TcasGA2-TC009729	TcasGA2_TC009729	gnl|WGS:AAJJ|TC009729-PA	puml	pummelig, isoform F	TcasGA2-TC009729	chromosome 2R	CM000282.3	4972608	4978436	5829	+	1-acylglycerol-3-phosphate O-acyltransferase ABHD5-like Protein	7
TcasGA2-TC009730	TcasGA2_TC009730	gnl|WGS:AAJJ|TC009730-PA	CG1824	uncharacterized protein Dmel_CG1824	TcasGA2-TC009730	chromosome X	CM000282.3	4984798	4988267	3470	+	Multidrug resistance protein homolog 49-like Protein	7
TcasGA2-TC009731	TcasGA2_TC009731	gnl|WGS:AAJJ|TC009731-PA	pyx	pyrexia, isoform A	TcasGA2-TC009731	chromosome 3L	CM000282.3	6555482	6561285	5804	+	pyrexia	7
TcasGA2-TC009732	TcasGA2_TC009732	gnl|WGS:AAJJ|TC009732-PA	CG1113	uncharacterized protein Dmel_CG1113, isoform B	TcasGA2-TC009732	chromosome 3R	CM000282.3	6564396	6566576	2181	+	hypothetical protein	7
TcasGA2-TC009733	TcasGA2_TC009733	gnl|WGS:AAJJ|TC009733-PA	PGRP-LC	peptidoglycan recognition protein LC, isoform K	TcasGA2-TC009733	chromosome 3L	CM000282.3	6580817	6584403	3587	+	hypothetical protein	7
TcasGA2-TC009734	TcasGA2_TC009734	gnl|WGS:AAJJ|TC009734-PA	CG43691	uncharacterized protein Dmel_CG43691, isoform C	TcasGA2-TC009734	chromosome 2R	CM000282.3	6598972	6599975	1004	+	hypothetical protein	7
TcasGA2-TC009737	TcasGA2_TC009737	gnl|WGS:AAJJ|TC009737-PA	Oseg1	outer segment 1, isoform B	TcasGA2-TC009737	chromosome 3L	CM000282.3	6631239	6634571	3333	+	hypothetical protein	7
TcasGA2-TC009739	TcasGA2_TC009739	gnl|WGS:AAJJ|TC009739-PA	Nup62	nucleoporin 62kD, isoform B	TcasGA2-TC009739	chromosome 2R	CM000282.3	6649519	6651583	2065	+	Nuclear pore glycoprotein p62-like Protein	7
TcasGA2-TC009740	TcasGA2_TC009740	gnl|WGS:AAJJ|TC009740-PA	Cdk5	Cyclin-dependent kinase 5	TcasGA2-TC009740	chromosome 2R	CM000282.3	7138571	7141297	2727	+	Cyclin-dependent kinase 5 homolog-like Protein	7
TcasGA2-TC009741	TcasGA2_TC009741	gnl|WGS:AAJJ|TC009741-PA	mask	multiple ankyrin repeats single KH domain, isoform F	TcasGA2-TC009741	chromosome 3R	CM000282.3	7141901	7142887	987	+	Ankyrin repeat and KH domain-containing protein mask-like Protein	7
TcasGA2-TC009742	TcasGA2_TC009742	gnl|WGS:AAJJ|TC009742-PA	eco	establishment of cohesion, isoform A	TcasGA2-TC009742	chromosome 3L	CM000282.3	7167211	7169935	2725	+	hypothetical protein	7
TcasGA2-TC009743	TcasGA2_TC009743	gnl|WGS:AAJJ|TC009743-PA	da	daughterless, isoform B	TcasGA2-TC009743	chromosome 2L	CM000282.3	7171381	7187105	15725	+	Transcription factor E2-alpha-like Protein	7
TcasGA2-TC009744	TcasGA2_TC009744	gnl|WGS:AAJJ|TC009744-PA	Der-1	Derlin-1, isoform B	TcasGA2-TC009744	chromosome 2L	CM000282.3	7207171	7208353	1183	+	Derlin-1-like Protein	7
TcasGA2-TC009745	TcasGA2_TC009745	gnl|WGS:AAJJ|TC009745-PA	Dlc90F	dynein light chain 90F	TcasGA2-TC009745	chromosome 3R	CM000282.3	7208501	7209161	661	+	Dynein light chain Tctex-type-like Protein	7
TcasGA2-TC009746	TcasGA2_TC009746	gnl|WGS:AAJJ|TC009746-PA	CG11396	uncharacterized protein Dmel_CG11396	TcasGA2-TC009746	chromosome 3L	CM000282.3	7210331	7213764	3434	+	Trafficking protein particle complex subunit 12-like Protein	7
TcasGA2-TC009747	TcasGA2_TC009747	gnl|WGS:AAJJ|TC009747-PA	ana1	anastral spindle 1, isoform A	TcasGA2-TC009747	chromosome 3R	CM000282.3	7215021	7219329	4309	+	hypothetical protein	7
TcasGA2-TC009748	TcasGA2_TC009748	gnl|WGS:AAJJ|TC009748-PA	Mob2	Mob2, isoform E	TcasGA2-TC009748	chromosome 3L	CM000282.3	7231931	7233898	1968	+	hypothetical protein	7
TcasGA2-TC009751	TcasGA2_TC009751	gnl|WGS:AAJJ|TC009751-PA	MAN1	MAN1, isoform C	TcasGA2-TC009751	chromosome 2R	CM000282.3	7331717	7331977	261	+	hypothetical protein	7
TcasGA2-TC009753	TcasGA2_TC009753	gnl|WGS:AAJJ|TC009753-PA	CG43066	uncharacterized protein Dmel_CG43066, isoform A	TcasGA2-TC009753	chromosome 2R	CM000282.3	7357921	7364612	6692	+	Sodium- and chloride-dependent GABA transporter ine-like Protein	7
TcasGA2-TC009754	TcasGA2_TC009754	gnl|WGS:AAJJ|TC009754-PA	fa2h	fatty acid 2-hydroylase	TcasGA2-TC009754	chromosome 2R	CM000282.3	7365137	7373014	7878	+	Fatty acid 2-hydroxylase-like Protein	7
TcasGA2-TC009757	TcasGA2_TC009757	gnl|WGS:AAJJ|TC009757-PA	CG14367	uncharacterized protein Dmel_CG14367	TcasGA2-TC009757	chromosome 3R	CM000282.3	7417467	7419188	1722	+	hypothetical protein	7
TcasGA2-TC009762	TcasGA2_TC009762	gnl|WGS:AAJJ|TC009762-PA	Pif1A	PFTAIRE-interacting factor 1A, isoform G	TcasGA2-TC009762	chromosome 3R	CM000282.3	7570959	7571249	291	+	hypothetical protein	7
TcasGA2-TC009766	TcasGA2_TC009766	gnl|WGS:AAJJ|TC009766-PA	side	sidestep, isoform B	TcasGA2-TC009766	chromosome 3R	CM000282.3	7770043	7808000	37958	+	Neural cell adhesion molecule 2-like Protein	7
TcasGA2-TC009768	TcasGA2_TC009768	gnl|WGS:AAJJ|TC009768-PA	side-IV	sidestep IV, isoform C	TcasGA2-TC009768	chromosome 3R	CM000282.3	7839513	7932500	92988	+	Neural cell adhesion molecule 1-like Protein	7
TcasGA2-TC009770	TcasGA2_TC009770	gnl|WGS:AAJJ|TC009770-PA	Jasper	JIL-1 anchoring and stabilizing protein, isoform B	TcasGA2-TC009770	chromosome 3R	CM000282.3	7986492	7988653	2162	+	hypothetical protein	7
TcasGA2-TC009771	TcasGA2_TC009771	gnl|WGS:AAJJ|TC009771-PA	Aatf	apoptosis antagonizing transcription factor	TcasGA2-TC009771	chromosome 2L	CM000282.3	7989592	7991242	1651	+	Protein Aatf-like Protein	7
TcasGA2-TC009772	TcasGA2_TC009772	gnl|WGS:AAJJ|TC009772-PA	AkhR	adipokinetic hormone receptor, isoform C	TcasGA2-TC009772	chromosome 2L	CM000282.3	7995402	8016341	20940	+	Cardioacceleratory peptide receptor-like Protein	7
TcasGA2-TC009773	TcasGA2_TC009773	gnl|WGS:AAJJ|TC009773-PA	CG1561	uncharacterized protein Dmel_CG1561	TcasGA2-TC009773	chromosome X	CM000282.3	8017682	8022191	4510	+	hypothetical protein	7
TcasGA2-TC009774	TcasGA2_TC009774	gnl|WGS:AAJJ|TC009774-PA	CG14314	uncharacterized protein Dmel_CG14314	TcasGA2-TC009774	chromosome 3R	CM000282.3	8022292	8024142	1851	+	hypothetical protein	7
TcasGA2-TC009775	TcasGA2_TC009775	gnl|WGS:AAJJ|TC009775-PA	CG1561	uncharacterized protein Dmel_CG1561	TcasGA2-TC009775	chromosome X	CM000282.3	8024312	8025663	1352	+	hypothetical protein	7
TcasGA2-TC009778	TcasGA2_TC009778	gnl|WGS:AAJJ|TC009778-PA	Tmhs	tetraspan membrane protein in hair cell stereocilia, isoform A	TcasGA2-TC009778	chromosome 3L	CM000282.3	8032052	8038926	6875	+	Lipoma HMGIC fusion partner-like 3 protein	7
TcasGA2-TC009779	TcasGA2_TC009779	gnl|WGS:AAJJ|TC009779-PA	fdl	fused lobes, isoform F	TcasGA2-TC009779	chromosome 2R	CM000282.3	8046992	8066551	19560	+	putative beta-hexosaminidase fdl-like Protein	7
TcasGA2-TC009780	TcasGA2_TC009780	gnl|WGS:AAJJ|TC009780-PA	Spp	signal peptide peptidase	TcasGA2-TC009780	chromosome 2L	CM000282.3	8075102	8076666	1565	+	Minor histocompatibility antigen H13-like Protein	7
TcasGA2-TC009781	TcasGA2_TC009781	gnl|WGS:AAJJ|TC009781-PA	CG4911	uncharacterized protein Dmel_CG4911, isoform B	TcasGA2-TC009781	chromosome 3L	CM000282.3	8078022	8083303	5282	+	hypothetical protein	7
TcasGA2-TC009782	TcasGA2_TC009782	gnl|WGS:AAJJ|TC009782-PA	simj	simjang, isoform E	TcasGA2-TC009782	chromosome 3L	CM000282.3	8087292	8107348	20057	+	hypothetical protein	7
TcasGA2-TC009783	TcasGA2_TC009783	gnl|WGS:AAJJ|TC009783-PA	CG31729	uncharacterized protein Dmel_CG31729, isoform B	TcasGA2-TC009783	chromosome 2L	CM000282.3	8107812	8117008	9197	+	putative phospholipid-transporting ATPase IIB-like Protein	7
TcasGA2-TC009784	TcasGA2_TC009784	gnl|WGS:AAJJ|TC009784-PA	Rpn13	regulatory particle non-ATPase 13, isoform D	TcasGA2-TC009784	chromosome 2R	CM000282.3	8118052	8119880	1829	+	hypothetical protein	7
TcasGA2-TC009785	TcasGA2_TC009785	gnl|WGS:AAJJ|TC009785-PA	wat	waterproof	TcasGA2-TC009785	chromosome 3R	CM000282.3	8122792	8124756	1965	+	Putative fatty acyl-CoA reductase CG5065-like Protein	7
TcasGA2-TC009786	TcasGA2_TC009786	gnl|WGS:AAJJ|TC009786-PA	SerRS	Seryl-tRNA synthetase, isoform B	TcasGA2-TC009786	chromosome 2L	CM000282.3	8125302	8128638	3337	+	Serine--tRNA ligase, cytoplasmic-like Protein	7
TcasGA2-TC009787	TcasGA2_TC009787	gnl|WGS:AAJJ|TC009787-PA	CG11710	uncharacterized protein Dmel_CG11710, isoform C	TcasGA2-TC009787	chromosome X	CM000282.3	8131932	8133820	1889	+	Activating signal cointegrator 1-like Protein	7
TcasGA2-TC009788	TcasGA2_TC009788	gnl|WGS:AAJJ|TC009788-PA	Dys	dystrophin, isoform B	TcasGA2-TC009788	chromosome 3R	CM000282.3	8146760	8149464	2705	+	Dystrophin-1-like Protein	7
TcasGA2-TC009789	TcasGA2_TC009789	gnl|WGS:AAJJ|TC009789-PA	CG17321	uncharacterized protein Dmel_CG17321, isoform B	TcasGA2-TC009789	chromosome 2L	CM000282.3	8171870	8178834	6965	+	hypothetical protein	7
TcasGA2-TC009791	TcasGA2_TC009791	gnl|WGS:AAJJ|TC009791-PA	chas	chascon, isoform E	TcasGA2-TC009791	chromosome X	CM000282.3	8186191	8187132	942	+	hypothetical protein	7
TcasGA2-TC009793	TcasGA2_TC009793	gnl|WGS:AAJJ|TC009793-PA	MED16	mediator complex subunit 16	TcasGA2-TC009793	chromosome 2R	CM000282.3	8197390	8202993	5604	+	Mediator of RNA polymerase II transcription subunit 16-like Protein	7
TcasGA2-TC009794	TcasGA2_TC009794	gnl|WGS:AAJJ|TC009794-PA	XNP	XNP, isoform C	TcasGA2-TC009794	chromosome 3R	CM000282.3	8203090	8211634	8545	+	Transcriptional regulator ATRX homolog-like Protein	7
TcasGA2-TC009795	TcasGA2_TC009795	gnl|WGS:AAJJ|TC009795-PA	CG10949	uncharacterized protein Dmel_CG10949, isoform B	TcasGA2-TC009795	chromosome 2L	CM000282.3	8215770	8217074	1305	+	hypothetical protein	7
TcasGA2-TC009796	TcasGA2_TC009796	gnl|WGS:AAJJ|TC009796-PA	Fkbp12	FK506-binding protein 12kD	TcasGA2-TC009796	chromosome 2R	CM000282.3	8223480	8224578	1099	+	12 kDa FK506-binding protein-like Protein	7
TcasGA2-TC009797	TcasGA2_TC009797	gnl|WGS:AAJJ|TC009797-PA	IKKepsilon	I-kappaB kinase epsilon, isoform C	TcasGA2-TC009797	chromosome 2L	CM000282.3	8234620	8237296	2677	+	Serine/threonine-protein kinase TBK1-like Protein	7
TcasGA2-TC009798	TcasGA2_TC009798	gnl|WGS:AAJJ|TC009798-PA	IKKepsilon	I-kappaB kinase epsilon, isoform C	TcasGA2-TC009798	chromosome 2L	CM000282.3	8237380	8240502	3123	+	IKK epsilon	7
TcasGA2-TC009799	TcasGA2_TC009799	gnl|WGS:AAJJ|TC009799-PA	mor	moira, isoform B	TcasGA2-TC009799	chromosome 3R	CM000282.3	8245120	8245974	855	+	hypothetical protein	7
TcasGA2-TC009800	TcasGA2_TC009800	gnl|WGS:AAJJ|TC009800-PA	Sec5	secretory 5	TcasGA2-TC009800	chromosome 2L	CM000282.3	8246570	8251765	5196	+	hypothetical protein	7
TcasGA2-TC009801	TcasGA2_TC009801	gnl|WGS:AAJJ|TC009801-PA	Patj	patj, isoform C	TcasGA2-TC009801	chromosome 3L	CM000282.3	8252540	8294430	41891	+	hypothetical protein	7
TcasGA2-TC009802	TcasGA2_TC009802	gnl|WGS:AAJJ|TC009802-PA	inaD	inactivation no afterpotential D, isoform A	TcasGA2-TC009802	chromosome 2R	CM000282.3	8301530	8322500	20971	+	Inactivation-no-after-potential D protein-like Protein	7
TcasGA2-TC009803	TcasGA2_TC009803	gnl|WGS:AAJJ|TC009803-PA	Gp210	glycoprotein 210 kDa, isoform B	TcasGA2-TC009803	chromosome 2R	CM000282.3	8324450	8335124	10675	+	Nuclear pore membrane glycoprotein 210-like Protein	7
TcasGA2-TC009805	TcasGA2_TC009805	gnl|WGS:AAJJ|TC009805-PA	Obp56d	Odorant-binding protein 56d, isoform B	TcasGA2-TC009805	chromosome 2R	CM000282.3	8365988	8366438	451	+	odorant binding protein C14	7
TcasGA2-TC009808	TcasGA2_TC009808	gnl|WGS:AAJJ|TC009808-PA	Hexo1	hexosaminidase 1, isoform A	TcasGA2-TC009808	chromosome 3L	CM000282.3	8484376	8491265	6890	+	putative beta-hexosaminidase fdl-like Protein	7
TcasGA2-TC009809	TcasGA2_TC009809	gnl|WGS:AAJJ|TC009809-PA	Galphaf	G protein alpha f subunit	TcasGA2-TC009809	chromosome 3L	CM000282.3	8494286	8495691	1406	+	Guanine nucleotide-binding protein G(f) subunit alpha-like Protein	7
TcasGA2-TC009811	TcasGA2_TC009811	gnl|WGS:AAJJ|TC009811-PA	Pih1D1	PIH1 domain containing 1, isoform D	TcasGA2-TC009811	chromosome 2L	CM000282.3	8498181	8498513	333	+	hypothetical protein	7
TcasGA2-TC009812	TcasGA2_TC009812	gnl|WGS:AAJJ|TC009812-PA	CG5726	uncharacterized protein Dmel_CG5726	TcasGA2-TC009812	chromosome 2R	CM000282.3	8505406	8508695	3290	+	hypothetical protein	7
TcasGA2-TC009813	TcasGA2_TC009813	gnl|WGS:AAJJ|TC009813-PA	dpy	dumpy, isoform O	TcasGA2-TC009813	chromosome 2L	CM000282.3	8508805	8513839	5035	+	hypothetical protein	7
TcasGA2-TC009816	TcasGA2_TC009816	gnl|WGS:AAJJ|TC009816-PA	Atg6	Autophagy-related 6	TcasGA2-TC009816	chromosome 3R	CM000282.3	8552535	8554351	1817	+	Beclin-1-like protein	7
TcasGA2-TC009817	TcasGA2_TC009817	gnl|WGS:AAJJ|TC009817-PA	puf	puffyeye, isoform F	TcasGA2-TC009817	chromosome 3R	CM000282.3	8554615	8575202	20588	+	Ubiquitin carboxyl-terminal hydrolase 34-like Protein	7
TcasGA2-TC009818	TcasGA2_TC009818	gnl|WGS:AAJJ|TC009818-PA	loco	locomotion defects, isoform C	TcasGA2-TC009818	chromosome 3R	CM000282.3	8589916	8608070	18155	+	hypothetical protein	7
TcasGA2-TC009819	TcasGA2_TC009819	gnl|WGS:AAJJ|TC009819-PA	UGP	UDP-glucose pyrophosphorylase, isoform E	TcasGA2-TC009819	chromosome 3L	CM000282.3	8612856	8616132	3277	+	UTP--glucose-1-phosphate uridylyltransferase-like Protein	7
TcasGA2-TC009820	TcasGA2_TC009820	gnl|WGS:AAJJ|TC009820-PA	Afti	aftiphilin, isoform E	TcasGA2-TC009820	chromosome 3R	CM000282.3	8621706	8626583	4878	+	hypothetical protein	7
TcasGA2-TC009821	TcasGA2_TC009821	gnl|WGS:AAJJ|TC009821-PA	DNApol-eta	DNA polymerase eta	TcasGA2-TC009821	chromosome 3L	CM000282.3	8626866	8632705	5840	+	hypothetical protein	7
TcasGA2-TC009822	TcasGA2_TC009822	gnl|WGS:AAJJ|TC009822-PA	Taz	tafazzin, isoform C	TcasGA2-TC009822	chromosome 2R	CM000282.3	8634026	8639531	5506	+	Tafazzin homolog-like Protein	7
TcasGA2-TC009823	TcasGA2_TC009823	gnl|WGS:AAJJ|TC009823-PA	E(Pc)	enhancer of polycomb, isoform E	TcasGA2-TC009823	chromosome 2R	CM000282.3	8687289	8687462	174	+	hypothetical protein	7
TcasGA2-TC009826	TcasGA2_TC009826	gnl|WGS:AAJJ|TC009826-PA	CG31475	uncharacterized protein Dmel_CG31475, isoform B	TcasGA2-TC009826	chromosome 3R	CM000282.3	8720866	8721717	852	+	hypothetical protein	7
TcasGA2-TC009828	TcasGA2_TC009828	gnl|WGS:AAJJ|TC009828-PA	pk	prickle, isoform C	TcasGA2-TC009828	chromosome 2R	CM000282.3	8752556	8756451	3896	+	Protein prickle-like Protein	7
TcasGA2-TC009829	TcasGA2_TC009829	gnl|WGS:AAJJ|TC009829-PA	CG1965	uncharacterized protein Dmel_CG1965, isoform A	TcasGA2-TC009829	chromosome 3R	CM000282.3	8787006	8787976	971	+	hypothetical protein	7
TcasGA2-TC009830	TcasGA2_TC009830	gnl|WGS:AAJJ|TC009830-PA	pk	prickle, isoform C	TcasGA2-TC009830	chromosome 2R	CM000282.3	8790326	8806791	16466	+	Protein prickle-like Protein	7
TcasGA2-TC009831	TcasGA2_TC009831	gnl|WGS:AAJJ|TC009831-PA	CG11961	uncharacterized protein Dmel_CG11961, isoform B	TcasGA2-TC009831	chromosome 2R	CM000282.3	8808336	8813095	4760	+	Endoplasmic reticulum metallopeptidase 1-like Protein	7
TcasGA2-TC009832	TcasGA2_TC009832	gnl|WGS:AAJJ|TC009832-PA	mEFTu2	mitochondrial translation elongation factor Tu 2	TcasGA2-TC009832	chromosome 2R	CM000282.3	8816556	8818166	1611	+	Elongation factor Tu, mitochondrial-like Protein	7
TcasGA2-TC009833	TcasGA2_TC009833	gnl|WGS:AAJJ|TC009833-PA	wat	waterproof	TcasGA2-TC009833	chromosome 3R	CM000282.3	8824066	8826650	2585	+	Putative fatty acyl-CoA reductase CG5065-like Protein	7
TcasGA2-TC009834	TcasGA2_TC009834	gnl|WGS:AAJJ|TC009834-PA	wat	waterproof	TcasGA2-TC009834	chromosome 3R	CM000282.3	8826706	8828802	2097	+	Putative fatty acyl-CoA reductase CG5065-like Protein	7
TcasGA2-TC009835	TcasGA2_TC009835	gnl|WGS:AAJJ|TC009835-PA	JTBR	JTBR, isoform B	TcasGA2-TC009835	chromosome 3L	CM000282.3	8845001	8845503	503	+	Protein JTB-like Protein	7
TcasGA2-TC009836	TcasGA2_TC009836	gnl|WGS:AAJJ|TC009836-PA	CG10428	uncharacterized protein Dmel_CG10428	TcasGA2-TC009836	chromosome 2L	CM000282.3	8844936	8847276	2341	+	Glutathione S-transferase C-terminal domain-containing protein homolog-like Protein	7
TcasGA2-TC009837	TcasGA2_TC009837	gnl|WGS:AAJJ|TC009837-PA	mRRF2	mitochondrial ribosome recycling factor 2, isoform A	TcasGA2-TC009837	chromosome 3R	CM000282.3	8849276	8851956	2681	+	Ribosome-releasing factor 2, mitochondrial-like Protein	7
TcasGA2-TC009839	TcasGA2_TC009839	gnl|WGS:AAJJ|TC009839-PA	MED8	mediator complex subunit 8	TcasGA2-TC009839	chromosome 2R	CM000282.3	8928497	8929829	1333	+	Mediator of RNA polymerase II transcription subunit 8-like Protein	7
TcasGA2-TC009841	TcasGA2_TC009841	gnl|WGS:AAJJ|TC009841-PA	CG13654	uncharacterized protein Dmel_CG13654, isoform B	TcasGA2-TC009841	chromosome 3R	CM000282.3	8939377	8944721	5345	+	Transmembrane protein 8A-like Protein	7
TcasGA2-TC009842	TcasGA2_TC009842	gnl|WGS:AAJJ|TC009842-PA	GstZ2	glutathione S transferase Z2, isoform B	TcasGA2-TC009842	chromosome 3R	CM000282.3	8946267	8949064	2798	+	putative maleylacetoacetate isomerase 2-like Protein	7
TcasGA2-TC009843	TcasGA2_TC009843	gnl|WGS:AAJJ|TC009843-PA	CG33159	uncharacterized protein Dmel_CG33159	TcasGA2-TC009843	chromosome 3L	CM000282.3	8968404	8969024	621	+	hypothetical protein	7
TcasGA2-TC009844	TcasGA2_TC009844	gnl|WGS:AAJJ|TC009844-PA	CG12163	uncharacterized protein Dmel_CG12163, isoform A	TcasGA2-TC009844	chromosome 3R	CM000282.3	8973617	8979501	5885	+	cystatin	7
TcasGA2-TC009845	TcasGA2_TC009845	gnl|WGS:AAJJ|TC009845-PA	CD98hc	CD98 heavy chain, isoform G	TcasGA2-TC009845	chromosome 3R	CM000282.3	8982297	8984700	2404	+	Neutral and basic amino acid transport protein rBAT-like Protein	7
TcasGA2-TC009846	TcasGA2_TC009846	gnl|WGS:AAJJ|TC009846-PA	Rat1	Rat1 5\\'-3\\' exoribonuclease, isoform B	TcasGA2-TC009846	chromosome 2L	CM000282.3	8986427	8993713	7287	+	5'-3' exoribonuclease 2 homolog-like Protein	7
TcasGA2-TC009847	TcasGA2_TC009847	gnl|WGS:AAJJ|TC009847-PA	mRpS5	mitochondrial ribosomal protein S5, isoform C	TcasGA2-TC009847	chromosome 3L	CM000282.3	9040431	9042057	1627	+	28S ribosomal protein S5, mitochondrial-like Protein	7
TcasGA2-TC009848	TcasGA2_TC009848	gnl|WGS:AAJJ|TC009848-PA	Bruce	BIR repeat containing ubiquitin-conjugating enzyme, isoform B	TcasGA2-TC009848	chromosome 3R	CM000282.3	9042301	9064520	22220	+	hypothetical protein	7
TcasGA2-TC009851	TcasGA2_TC009851	gnl|WGS:AAJJ|TC009851-PA	Rchy1	ring finger and CHY zinc finger domain containing 1, isoform B	TcasGA2-TC009851	chromosome 2L	CM000282.3	9108121	9109940	1820	+	RING finger and CHY zinc finger domain-containing protein 1-like Protein	7
TcasGA2-TC009853	TcasGA2_TC009853	gnl|WGS:AAJJ|TC009853-PA	Cp7Fc	chorion protein c at 7F	TcasGA2-TC009853	chromosome X	CM000282.3	9164271	9164468	198	+	hypothetical protein	7
TcasGA2-TC009855	TcasGA2_TC009855	gnl|WGS:AAJJ|TC009855-PA	CG2061	uncharacterized protein Dmel_CG2061, isoform D	TcasGA2-TC009855	chromosome X	CM000282.3	9191102	9191734	633	+	hypothetical protein	7
TcasGA2-TC009858	TcasGA2_TC009858	gnl|WGS:AAJJ|TC009858-PA	Vps25	vacuolar protein sorting 25	TcasGA2-TC009858	chromosome 2R	CM000282.3	9227364	9228152	789	+	Vacuolar protein-sorting-associated protein 25-like Protein	7
TcasGA2-TC009859	TcasGA2_TC009859	gnl|WGS:AAJJ|TC009859-PA	slpr	slipper, isoform B	TcasGA2-TC009859	chromosome X	CM000282.3	9269245	9269667	423	+	hypothetical protein	7
TcasGA2-TC009860	TcasGA2_TC009860	gnl|WGS:AAJJ|TC009860-PA	Ndae1	N	TcasGA2-TC009860	chromosome 2L	CM000282.3	13055192	13068631	13440	-	hypothetical protein	7
TcasGA2-TC009861	TcasGA2_TC009861	gnl|WGS:AAJJ|TC009861-PA	pwn	pawn, isoform B	TcasGA2-TC009861	chromosome 2R	CM000282.3	12966414	12973809	7396	-	hypothetical protein	7
TcasGA2-TC009864	TcasGA2_TC009864	gnl|WGS:AAJJ|TC009864-PA	t	tan, isoform B	TcasGA2-TC009864	chromosome X	CM000282.3	12931450	12936818	5369	-	hypothetical protein	7
TcasGA2-TC009867	TcasGA2_TC009867	gnl|WGS:AAJJ|TC009867-PA	CG4744	uncharacterized protein Dmel_CG4744	TcasGA2-TC009867	chromosome 2R	CM000282.3	12872861	12884115	11255	-	hypothetical protein	7
TcasGA2-TC009868	TcasGA2_TC009868	gnl|WGS:AAJJ|TC009868-PA	CG8270	uncharacterized protein Dmel_CG8270	TcasGA2-TC009868	chromosome 3L	CM000282.3	12855167	12855505	339	-	hypothetical protein	7
TcasGA2-TC009870	TcasGA2_TC009870	gnl|WGS:AAJJ|TC009870-PA	Syx16	syntaxin 16	TcasGA2-TC009870	chromosome X	CM000282.3	12838591	12839745	1155	-	Syntaxin-16-like Protein	7
TcasGA2-TC009871	TcasGA2_TC009871	gnl|WGS:AAJJ|TC009871-PA	mdlc	midlife crisis	TcasGA2-TC009871	chromosome 3R	CM000282.3	12836319	12837545	1227	-	RING finger protein 113A-like Protein	7
TcasGA2-TC009872	TcasGA2_TC009872	gnl|WGS:AAJJ|TC009872-PA	Cht2	chitinase 2, isoform B	TcasGA2-TC009872	chromosome 3L	CM000282.3	12833701	12836225	2525	-	putative chitinase 2-like Protein	7
TcasGA2-TC009873	TcasGA2_TC009873	gnl|WGS:AAJJ|TC009873-PA	Cpr67B	cuticular protein 67B	TcasGA2-TC009873	chromosome 3L	CM000282.3	12827244	12828125	882	-	hypothetical protein	7
TcasGA2-TC009874	TcasGA2_TC009874	gnl|WGS:AAJJ|TC009874-PA	CG2790	uncharacterized protein Dmel_CG2790	TcasGA2-TC009874	chromosome 2R	CM000282.3	12818361	12819955	1595	-	DnaJ homolog subfamily C member 21-like Protein	7
TcasGA2-TC009875	TcasGA2_TC009875	gnl|WGS:AAJJ|TC009875-PA	CG2811	uncharacterized protein Dmel_CG2811, isoform B	TcasGA2-TC009875	chromosome 2R	CM000282.3	12816354	12817165	812	-	Putative gamma-glutamylcyclotransferase CG2811-like Protein	7
